==============================
MAPK@3 SCORE: 0.21946335338047718
The Eiffel Tower MAPK@3: 0.5783828382838284 common guesses: [('The Eiffel Tower', 125), ('pliers', 60), ('star', 27)]
candle MAPK@3: 0.44182389937106914 common guesses: [('candle', 117), ('lipstick', 88), ('crayon', 62)]
tornado MAPK@3: 0.44108527131782943 common guesses: [('tornado', 117), ('tennis racquet', 56), ('hurricane', 52)]
hat MAPK@3: 0.4391217564870259 common guesses: [('hat', 165), ('bulldozer', 64), ('tent', 61)]
ladder MAPK@3: 0.43882978723404253 common guesses: [('ladder', 96), ('finger', 42), ('skyscraper', 38)]
octagon MAPK@3: 0.4225941422594142 common guesses: [('octagon', 130), ('circle', 114), ('hexagon', 59)]
triangle MAPK@3: 0.4225225225225225 common guesses: [('triangle', 90), ('tent', 84), ('mountain', 72)]
van MAPK@3: 0.4190093708165998 common guesses: [('van', 132), ('truck', 67), ('bus', 50)]
underwear MAPK@3: 0.4162210338680927 common guesses: [('underwear', 99), ('anvil', 57), ('t-shirt', 42)]
umbrella MAPK@3: 0.4157706093189964 common guesses: [('umbrella', 95), ('parachute', 47), ('mushroom', 41)]
snowman MAPK@3: 0.41503267973856206 common guesses: [('snowman', 267), ('pear', 130), ('vase', 93)]
tennis racquet MAPK@3: 0.4140249759846301 common guesses: [('tennis racquet', 191), ('flower', 89), ('microphone', 70)]
see saw MAPK@3: 0.40824915824915825 common guesses: [('see saw', 95), ('rifle', 28), ('waterslide', 27)]
calculator MAPK@3: 0.40759930915371334 common guesses: [('calculator', 92), ('The Mona Lisa', 37), ('power outlet', 33)]
skateboard MAPK@3: 0.40759930915371323 common guesses: [('skateboard', 95), ('canoe', 51), ('saw', 39)]
wheel MAPK@3: 0.40650406504065045 common guesses: [('wheel', 117), ('basketball', 60), ('soccer ball', 56)]
microwave MAPK@3: 0.4047619047619047 common guesses: [('microwave', 93), ('postcard', 71), ('camera', 42)]
camera MAPK@3: 0.4032815198618308 common guesses: [('camera', 91), ('postcard', 56), ('map', 34)]
sailboat MAPK@3: 0.4024390243902439 common guesses: [('sailboat', 100), ('hat', 45), ('chandelier', 34)]
sock MAPK@3: 0.39805825242718446 common guesses: [('sock', 152), ('foot', 56), ('pear', 37)]
fork MAPK@3: 0.3977072310405643 common guesses: [('fork', 94), ('asparagus', 50), ('paintbrush', 29)]
mushroom MAPK@3: 0.39593114241001565 common guesses: [('mushroom', 106), ('parachute', 51), ('hot air balloon', 34)]
square MAPK@3: 0.39361702127659576 common guesses: [('square', 88), ('dishwasher', 52), ('washing machine', 30)]
broom MAPK@3: 0.38857142857142857 common guesses: [('broom', 84), ('rake', 55), ('asparagus', 29)]
postcard MAPK@3: 0.3880070546737213 common guesses: [('postcard', 96), ('envelope', 49), ('microwave', 48)]
clock MAPK@3: 0.3867403314917127 common guesses: [('clock', 90), ('circle', 58), ('compass', 51)]
house plant MAPK@3: 0.3858695652173913 common guesses: [('house plant', 95), ('snowman', 35), ('pineapple', 31)]
car MAPK@3: 0.38321167883211676 common guesses: [('car', 134), ('pickup truck', 77), ('police car', 72)]
streetlight MAPK@3: 0.37927927927927924 common guesses: [('streetlight', 92), ('skyscraper', 49), ('finger', 38)]
bus MAPK@3: 0.37817938420348063 common guesses: [('bus', 129), ('school bus', 111), ('keyboard', 52)]
pineapple MAPK@3: 0.3776595744680851 common guesses: [('pineapple', 89), ('snowman', 36), ('owl', 32)]
pillow MAPK@3: 0.3773408239700375 common guesses: [('pillow', 86), ('postcard', 47), ('cloud', 30)]
anvil MAPK@3: 0.3738977072310405 common guesses: [('anvil', 94), ('underwear', 53), ('t-shirt', 28)]
pants MAPK@3: 0.37114197530864196 common guesses: [('pants', 95), ('tooth', 39), ('The Mona Lisa', 26)]
tree MAPK@3: 0.3709677419354839 common guesses: [('tree', 101), ('broccoli', 38), ('mushroom', 36)]
sweater MAPK@3: 0.36944444444444446 common guesses: [('sweater', 77), ('jacket', 59), ('t-shirt', 33)]
star MAPK@3: 0.36795491143317227 common guesses: [('star', 89), ('The Eiffel Tower', 25), ('spider', 22)]
ice cream MAPK@3: 0.3675675675675676 common guesses: [('ice cream', 90), ('popsicle', 61), ('lollipop', 42)]
golf club MAPK@3: 0.3618721461187215 common guesses: [('golf club', 138), ('hockey stick', 85), ('leg', 64)]
teddy-bear MAPK@3: 0.3612143742255266 common guesses: [('teddy-bear', 114), ('penguin', 46), ('owl', 29)]
strawberry MAPK@3: 0.358695652173913 common guesses: [('strawberry', 79), ('hand', 37), ('pineapple', 30)]
ocean MAPK@3: 0.35363790186125205 common guesses: [('ocean', 103), ('line', 77), ('grass', 77)]
floor lamp MAPK@3: 0.352 common guesses: [('floor lamp', 105), ('wine glass', 41), ('asparagus', 30)]
cloud MAPK@3: 0.35092592592592586 common guesses: [('cloud', 77), ('pond', 43), ('bush', 31)]
television MAPK@3: 0.3495495495495495 common guesses: [('television', 75), ('birthday cake', 51), ('cake', 28)]
rollerskates MAPK@3: 0.34907407407407404 common guesses: [('rollerskates', 75), ('ambulance', 20), ('shoe', 17)]
hexagon MAPK@3: 0.34813084112149534 common guesses: [('hexagon', 94), ('octagon', 84), ('circle', 67)]
tooth MAPK@3: 0.34219858156028365 common guesses: [('tooth', 83), ('pants', 53), ('chair', 20)]
bicycle MAPK@3: 0.3385964912280702 common guesses: [('bicycle', 82), ('motorbike', 78), ('hat', 32)]
shorts MAPK@3: 0.3377896613190731 common guesses: [('shorts', 75), ('camera', 46), ('postcard', 40)]
cello MAPK@3: 0.33555555555555555 common guesses: [('cello', 92), ('asparagus', 36), ('snowman', 32)]
donut MAPK@3: 0.3341232227488152 common guesses: [('donut', 88), ('cookie', 49), ('baseball', 47)]
cell phone MAPK@3: 0.3324175824175824 common guesses: [('cell phone', 80), ('door', 51), ('calculator', 36)]
cruise ship MAPK@3: 0.3261261261261261 common guesses: [('cruise ship', 75), ('flying saucer', 30), ('eye', 28)]
hockey stick MAPK@3: 0.32051282051282054 common guesses: [('hockey stick', 90), ('golf club', 66), ('leg', 31)]
swing set MAPK@3: 0.31843575418994413 common guesses: [('swing set', 71), ('rainbow', 56), ('boomerang', 25)]
bandage MAPK@3: 0.31831831831831836 common guesses: [('bandage', 82), ('belt', 27), ('saw', 26)]
belt MAPK@3: 0.3141695702671312 common guesses: [('belt', 111), ('ocean', 59), ('grass', 56)]
nail MAPK@3: 0.3130252100840336 common guesses: [('nail', 103), ('lollipop', 42), ('streetlight', 41)]
finger MAPK@3: 0.3115079365079365 common guesses: [('finger', 99), ('skyscraper', 68), ('lipstick', 52)]
couch MAPK@3: 0.3074074074074074 common guesses: [('couch', 74), ('hockey puck', 19), ('car', 18)]
snorkel MAPK@3: 0.3067528735632184 common guesses: [('snorkel', 88), ('hockey stick', 24), ('saxophone', 21)]
vase MAPK@3: 0.30350877192982456 common guesses: [('vase', 77), ('snowman', 55), ('pear', 40)]
school bus MAPK@3: 0.2996357012750455 common guesses: [('bus', 81), ('school bus', 72), ('van', 35)]
eye MAPK@3: 0.2927689594356261 common guesses: [('eye', 71), ('mouth', 28), ('bandage', 25)]
shark MAPK@3: 0.2927689594356261 common guesses: [('shark', 68), ('submarine', 35), ('speedboat', 24)]
compass MAPK@3: 0.2907986111111111 common guesses: [('compass', 81), ('clock', 57), ('cookie', 32)]
eyeglasses MAPK@3: 0.29006882989183874 common guesses: [('eyeglasses', 133), ('dumbbell', 55), ('canoe', 29)]
sword MAPK@3: 0.2885304659498208 common guesses: [('sword', 70), ('asparagus', 53), ('candle', 27)]
drill MAPK@3: 0.28536585365853656 common guesses: [('drill', 74), ('table', 25), ('diving board', 24)]
teapot MAPK@3: 0.28508771929824556 common guesses: [('teapot', 68), ('coffee cup', 21), ('underwear', 17)]
hand MAPK@3: 0.2838660578386606 common guesses: [('hand', 174), ('strawberry', 36), ('broccoli', 33)]
saw MAPK@3: 0.28296703296703296 common guesses: [('saw', 67), ('crocodile', 44), ('skateboard', 32)]
ear MAPK@3: 0.2817028985507246 common guesses: [('ear', 73), ('light bulb', 28), ('paper clip', 24)]
police car MAPK@3: 0.28034188034188035 common guesses: [('police car', 80), ('car', 72), ('pickup truck', 35)]
lighter MAPK@3: 0.2783882783882784 common guesses: [('lighter', 75), ('lipstick', 50), ('wine bottle', 40)]
mountain MAPK@3: 0.2772020725388601 common guesses: [('mountain', 72), ('tent', 45), ('triangle', 39)]
paint can MAPK@3: 0.2756756756756757 common guesses: [('paint can', 76), ('bucket', 62), ('purse', 31)]
panda MAPK@3: 0.27485380116959063 common guesses: [('panda', 54), ('alarm clock', 29), ('teddy-bear', 25)]
laptop MAPK@3: 0.2729591836734694 common guesses: [('laptop', 144), ('computer', 70), ('beard', 35)]
coffee cup MAPK@3: 0.2721212121212121 common guesses: [('coffee cup', 114), ('mug', 96), ('cup', 59)]
bracelet MAPK@3: 0.26722532588454373 common guesses: [('bracelet', 62), ('hexagon', 29), ('cloud', 21)]
giraffe MAPK@3: 0.2670157068062827 common guesses: [('giraffe', 73), ('saxophone', 37), ('hockey stick', 23)]
harp MAPK@3: 0.2651869158878505 common guesses: [('harp', 133), ('teddy-bear', 50), ('alarm clock', 44)]
suitcase MAPK@3: 0.2649122807017544 common guesses: [('suitcase', 63), ('postcard', 37), ('camera', 27)]
purse MAPK@3: 0.2648648648648649 common guesses: [('purse', 67), ('paint can', 40), ('bucket', 30)]
mouth MAPK@3: 0.263681592039801 common guesses: [('mouth', 69), ('skateboard', 34), ('bathtub', 21)]
The Mona Lisa MAPK@3: 0.2591575091575092 common guesses: [('The Mona Lisa', 56), ('power outlet', 35), ('washing machine', 32)]
cannon MAPK@3: 0.2578616352201258 common guesses: [('cannon', 67), ('rifle', 21), ('skateboard', 18)]
motorbike MAPK@3: 0.257516339869281 common guesses: [('motorbike', 102), ('bicycle', 96), ('submarine', 27)]
soccer ball MAPK@3: 0.2570921985815603 common guesses: [('soccer ball', 77), ('basketball', 64), ('wheel', 54)]
potato MAPK@3: 0.25708502024291496 common guesses: [('potato', 171), ('cloud', 63), ('bucket', 56)]
paper clip MAPK@3: 0.25654450261780104 common guesses: [('paper clip', 64), ('lipstick', 28), ('finger', 28)]
beard MAPK@3: 0.2553763440860215 common guesses: [('beard', 88), ('goatee', 52), ('light bulb', 30)]
baseball bat MAPK@3: 0.2553763440860215 common guesses: [('baseball bat', 57), ('asparagus', 22), ('marker', 19)]
blackberry MAPK@3: 0.24826388888888892 common guesses: [('blackberry', 64), ('hurricane', 34), ('camouflage', 22)]
toaster MAPK@3: 0.24728260869565216 common guesses: [('toaster', 62), ('suitcase', 33), ('birthday cake', 22)]
baseball MAPK@3: 0.24712643678160917 common guesses: [('baseball', 71), ('donut', 53), ('cookie', 49)]
hammer MAPK@3: 0.24674115456238363 common guesses: [('hammer', 62), ('mailbox', 44), ('nail', 20)]
lantern MAPK@3: 0.24666666666666667 common guesses: [('lantern', 80), ('penguin', 39), ('fire hydrant', 26)]
carrot MAPK@3: 0.24623115577889448 common guesses: [('carrot', 69), ('asparagus', 30), ('fork', 29)]
sheep MAPK@3: 0.24603174603174602 common guesses: [('sheep', 65), ('underwear', 26), ('cloud', 22)]
skyscraper MAPK@3: 0.2427536231884058 common guesses: [('skyscraper', 96), ('finger', 61), ('lipstick', 44)]
nose MAPK@3: 0.24268018018018017 common guesses: [('nose', 102), ('leg', 41), ('pear', 37)]
remote control MAPK@3: 0.2425925925925926 common guesses: [('remote control', 61), ('door', 26), ('snowman', 24)]
flamingo MAPK@3: 0.2424242424242424 common guesses: [('flamingo', 61), ('stethoscope', 22), ('fork', 17)]
picture frame MAPK@3: 0.2418478260869565 common guesses: [('picture frame', 63), ('oven', 32), ('microwave', 30)]
tent MAPK@3: 0.24027072758037224 common guesses: [('tent', 72), ('triangle', 49), ('mountain', 48)]
snowflake MAPK@3: 0.24 common guesses: [('snowflake', 53), ('stitches', 18), ('line', 16)]
sun MAPK@3: 0.2396351575456053 common guesses: [('sun', 60), ('spider', 33), ('star', 18)]
grass MAPK@3: 0.23873873873873871 common guesses: [('grass', 71), ('ocean', 52), ('line', 25)]
traffic light MAPK@3: 0.2384751773049645 common guesses: [('traffic light', 64), ('nail', 30), ('lollipop', 25)]
moustache MAPK@3: 0.23641975308641977 common guesses: [('moustache', 84), ('speedboat', 49), ('skateboard', 28)]
swan MAPK@3: 0.23611111111111113 common guesses: [('swan', 67), ('cannon', 26), ('saxophone', 21)]
butterfly MAPK@3: 0.2354048964218456 common guesses: [('butterfly', 52), ('compass', 12), ('camera', 11)]
bulldozer MAPK@3: 0.23487544483985764 common guesses: [('bulldozer', 95), ('hat', 52), ('tractor', 26)]
jacket MAPK@3: 0.23416407061266872 common guesses: [('jacket', 109), ('sweater', 67), ('mouth', 34)]
broccoli MAPK@3: 0.23366834170854273 common guesses: [('broccoli', 64), ('mushroom', 41), ('tornado', 33)]
microphone MAPK@3: 0.23296500920810312 common guesses: [('microphone', 60), ('lollipop', 31), ('tennis racquet', 27)]
smiley face MAPK@3: 0.232620320855615 common guesses: [('smiley face', 62), ('cookie', 52), ('donut', 34)]
pickup truck MAPK@3: 0.23214285714285715 common guesses: [('pickup truck', 68), ('car', 57), ('school bus', 29)]
bathtub MAPK@3: 0.2309160305343511 common guesses: [('bathtub', 87), ('keyboard', 47), ('mouth', 27)]
campfire MAPK@3: 0.23 common guesses: [('campfire', 64), ('star', 21), ('blackberry', 20)]
stereo MAPK@3: 0.22826086956521738 common guesses: [('stereo', 58), ('microwave', 31), ('keyboard', 31)]
rake MAPK@3: 0.22701149425287356 common guesses: [('rake', 80), ('broom', 76), ('giraffe', 35)]
palm tree MAPK@3: 0.22495446265938063 common guesses: [('palm tree', 57), ('hammer', 28), ('broccoli', 28)]
table MAPK@3: 0.22482638888888892 common guesses: [('table', 61), ('postcard', 22), ('underwear', 22)]
airplane MAPK@3: 0.22441520467836257 common guesses: [('airplane', 77), ('belt', 40), ('skateboard', 30)]
fish MAPK@3: 0.22388059701492538 common guesses: [('fish', 63), ('keyboard', 32), ('trumpet', 17)]
zebra MAPK@3: 0.2219662058371736 common guesses: [('zebra', 68), ('tiger', 38), ('cow', 27)]
waterslide MAPK@3: 0.22182254196642684 common guesses: [('waterslide', 75), ('see saw', 23), ('stairs', 22)]
alarm clock MAPK@3: 0.22162162162162163 common guesses: [('alarm clock', 58), ('apple', 20), ('teddy-bear', 16)]
horse MAPK@3: 0.2209737827715356 common guesses: [('horse', 78), ('cannon', 35), ('cow', 26)]
flower MAPK@3: 0.217357910906298 common guesses: [('flower', 80), ('tennis racquet', 54), ('lollipop', 52)]
shovel MAPK@3: 0.21685606060606058 common guesses: [('shovel', 51), ('candle', 20), ('screwdriver', 19)]
submarine MAPK@3: 0.21657754010695188 common guesses: [('submarine', 55), ('flying saucer', 29), ('bicycle', 23)]
spider MAPK@3: 0.21178343949044587 common guesses: [('spider', 97), ('sun', 51), ('flashlight', 34)]
flying saucer MAPK@3: 0.21125730994152045 common guesses: [('flying saucer', 66), ('submarine', 50), ('police car', 35)]
dishwasher MAPK@3: 0.20980392156862746 common guesses: [('dishwasher', 72), ('square', 53), ('washing machine', 34)]
basket MAPK@3: 0.20786516853932585 common guesses: [('basket', 46), ('beard', 29), ('bucket', 19)]
owl MAPK@3: 0.20718954248366012 common guesses: [('owl', 85), ('pineapple', 32), ('teddy-bear', 29)]
speedboat MAPK@3: 0.2067137809187279 common guesses: [('speedboat', 83), ('canoe', 49), ('grass', 46)]
hurricane MAPK@3: 0.20669934640522875 common guesses: [('hurricane', 58), ('tornado', 46), ('camouflage', 30)]
banana MAPK@3: 0.20526695526695526 common guesses: [('banana', 127), ('snorkel', 45), ('foot', 43)]
angel MAPK@3: 0.2037037037037037 common guesses: [('angel', 57), ('airplane', 19), ('penguin', 14)]
shoe MAPK@3: 0.2037037037037037 common guesses: [('shoe', 52), ('submarine', 29), ('keyboard', 23)]
birthday cake MAPK@3: 0.20353302611367127 common guesses: [('birthday cake', 71), ('cake', 63), ('toaster', 34)]
knee MAPK@3: 0.20324189526184538 common guesses: [('knee', 124), ('marker', 35), ('lightning', 33)]
eraser MAPK@3: 0.20318352059925093 common guesses: [('eraser', 45), ('keyboard', 15), ('speedboat', 11)]
axe MAPK@3: 0.20161290322580644 common guesses: [('axe', 49), ('mailbox', 28), ('ladder', 25)]
violin MAPK@3: 0.20143149284253575 common guesses: [('violin', 87), ('guitar', 54), ('cello', 45)]
goatee MAPK@3: 0.1935672514619883 common guesses: [('goatee', 93), ('beard', 52), ('light bulb', 42)]
hedgehog MAPK@3: 0.19337016574585636 common guesses: [('hedgehog', 46), ('camouflage', 25), ('hurricane', 16)]
squirrel MAPK@3: 0.19007092198581563 common guesses: [('squirrel', 58), ('sheep', 20), ('underwear', 16)]
octopus MAPK@3: 0.18888888888888888 common guesses: [('octopus', 62), ('bulldozer', 42), ('hat', 36)]
washing machine MAPK@3: 0.1887661141804788 common guesses: [('washing machine', 51), ('The Mona Lisa', 36), ('aircraft carrier', 33)]
mailbox MAPK@3: 0.18803418803418806 common guesses: [('mailbox', 49), ('hammer', 37), ('lollipop', 26)]
trumpet MAPK@3: 0.18700787401574803 common guesses: [('trumpet', 69), ('dumbbell', 52), ('eyeglasses', 28)]
hot dog MAPK@3: 0.18559218559218557 common guesses: [('hot dog', 79), ('mouth', 33), ('eye', 29)]
church MAPK@3: 0.17886178861788618 common guesses: [('church', 63), ('house', 51), ('wine bottle', 30)]
ambulance MAPK@3: 0.17867867867867865 common guesses: [('ambulance', 61), ('van', 40), ('firetruck', 27)]
hamburger MAPK@3: 0.1786324786324786 common guesses: [('hamburger', 54), ('sandwich', 26), ('couch', 25)]
radio MAPK@3: 0.17728758169934639 common guesses: [('radio', 47), ('stereo', 25), ('television', 21)]
lightning MAPK@3: 0.1762114537444934 common guesses: [('lightning', 54), ('knee', 30), ('sword', 24)]
crocodile MAPK@3: 0.17447916666666666 common guesses: [('crocodile', 52), ('skateboard', 38), ('belt', 37)]
cookie MAPK@3: 0.17343485617597296 common guesses: [('cookie', 57), ('donut', 56), ('circle', 42)]
parachute MAPK@3: 0.17277486910994763 common guesses: [('parachute', 57), ('mushroom', 40), ('diamond', 32)]
sink MAPK@3: 0.17252396166134185 common guesses: [('sink', 77), ('birthday cake', 36), ('cake', 31)]
snail MAPK@3: 0.1724709784411277 common guesses: [('snail', 47), ('bulldozer', 37), ('hat', 16)]
barn MAPK@3: 0.17180616740088106 common guesses: [('barn', 61), ('house', 46), ('purse', 32)]
matches MAPK@3: 0.1712962962962963 common guesses: [('asparagus', 64), ('matches', 53), ('fork', 30)]
scissors MAPK@3: 0.16756756756756758 common guesses: [('scissors', 44), ('The Eiffel Tower', 22), ('broom', 17)]
crab MAPK@3: 0.16754385964912277 common guesses: [('crab', 48), ('anvil', 32), ('underwear', 20)]
feather MAPK@3: 0.16018518518518515 common guesses: [('feather', 41), ('carrot', 36), ('asparagus', 27)]
spreadsheet MAPK@3: 0.16013071895424838 common guesses: [('calendar', 66), ('spreadsheet', 58), ('microwave', 29)]
fire hydrant MAPK@3: 0.15857605177993525 common guesses: [('fire hydrant', 47), ('penguin', 34), ('lantern', 29)]
bridge MAPK@3: 0.15833333333333333 common guesses: [('bridge', 51), ('speedboat', 29), ('rifle', 25)]
crown MAPK@3: 0.1558872305140962 common guesses: [('crown', 42), ('envelope', 36), ('postcard', 33)]
brain MAPK@3: 0.15503875968992245 common guesses: [('brain', 42), ('camouflage', 21), ('hurricane', 20)]
power outlet MAPK@3: 0.1548556430446194 common guesses: [('power outlet', 65), ('door', 32), ('washing machine', 30)]
foot MAPK@3: 0.1540983606557377 common guesses: [('foot', 77), ('nose', 54), ('sock', 49)]
chandelier MAPK@3: 0.15405046480743692 common guesses: [('chandelier', 54), ('sailboat', 28), ('hat', 16)]
truck MAPK@3: 0.15397631133671744 common guesses: [('truck', 60), ('van', 54), ('bus', 40)]
guitar MAPK@3: 0.15101289134438306 common guesses: [('violin', 56), ('guitar', 39), ('cello', 38)]
tiger MAPK@3: 0.15018315018315015 common guesses: [('tiger', 44), ('zebra', 31), ('airplane', 22)]
cow MAPK@3: 0.14864864864864866 common guesses: [('cow', 44), ('zebra', 36), ('sheep', 24)]
moon MAPK@3: 0.14754098360655737 common guesses: [('moon', 36), ('circle', 34), ('clock', 19)]
onion MAPK@3: 0.1473063973063973 common guesses: [('onion', 44), ('apple', 24), ('pear', 24)]
cup MAPK@3: 0.14625850340136054 common guesses: [('mug', 66), ('cup', 60), ('coffee cup', 55)]
lion MAPK@3: 0.1445672191528545 common guesses: [('lion', 34), ('soccer ball', 20), ('basketball', 18)]
basketball MAPK@3: 0.14344941956882254 common guesses: [('basketball', 53), ('wheel', 45), ('soccer ball', 40)]
face MAPK@3: 0.14334705075445817 common guesses: [('face', 47), ('cookie', 42), ('skull', 25)]
cake MAPK@3: 0.14171122994652408 common guesses: [('birthday cake', 50), ('cake', 39), ('television', 25)]
map MAPK@3: 0.1408839779005525 common guesses: [('postcard', 53), ('map', 42), ('microwave', 37)]
leg MAPK@3: 0.13904761904761906 common guesses: [('leg', 35), ('golf club', 35), ('hockey stick', 21)]
fan MAPK@3: 0.13888888888888887 common guesses: [('fan', 41), ('tennis racquet', 35), ('wheel', 24)]
rabbit MAPK@3: 0.13876967095851214 common guesses: [('rabbit', 45), ('pineapple', 24), ('owl', 18)]
tractor MAPK@3: 0.13809523809523808 common guesses: [('tractor', 34), ('headphones', 21), ('bicycle', 18)]
windmill MAPK@3: 0.13720073664825047 common guesses: [('windmill', 39), ('house plant', 22), ('palm tree', 18)]
calendar MAPK@3: 0.13561076604554864 common guesses: [('calendar', 95), ('spreadsheet', 65), ('microwave', 49)]
toothbrush MAPK@3: 0.1354723707664884 common guesses: [('grass', 37), ('belt', 36), ('ocean', 35)]
camel MAPK@3: 0.1346153846153846 common guesses: [('camel', 38), ('anvil', 18), ('rhinoceros', 17)]
pond MAPK@3: 0.13387978142076504 common guesses: [('pond', 43), ('cloud', 39), ('eye', 23)]
blueberry MAPK@3: 0.13368055555555555 common guesses: [('blueberry', 43), ('circle', 33), ('apple', 29)]
computer MAPK@3: 0.13082437275985662 common guesses: [('computer', 38), ('laptop', 30), ('cell phone', 16)]
cactus MAPK@3: 0.13047138047138046 common guesses: [('cactus', 38), ('finger', 31), ('paper clip', 24)]
saxophone MAPK@3: 0.12994350282485875 common guesses: [('saxophone', 34), ('violin', 19), ('sock', 18)]
scorpion MAPK@3: 0.1291834002677376 common guesses: [('scorpion', 50), ('laptop', 26), ('canoe', 23)]
bush MAPK@3: 0.12799263351749537 common guesses: [('cloud', 44), ('bush', 40), ('hexagon', 14)]
stitches MAPK@3: 0.12677304964539007 common guesses: [('stitches', 36), ('stairs', 30), ('see saw', 21)]
pig MAPK@3: 0.12440476190476189 common guesses: [('pig', 44), ('cow', 26), ('alarm clock', 26)]
bed MAPK@3: 0.12280701754385964 common guesses: [('bed', 29), ('grass', 17), ('rifle', 15)]
fireplace MAPK@3: 0.12160228898426323 common guesses: [('fireplace', 45), ('camera', 33), ('map', 30)]
rhinoceros MAPK@3: 0.12131919905771495 common guesses: [('rhinoceros', 58), ('sheep', 27), ('underwear', 24)]
frying pan MAPK@3: 0.12096774193548387 common guesses: [('frying pan', 32), ('cannon', 25), ('rifle', 20)]
elbow MAPK@3: 0.1199294532627866 common guesses: [('elbow', 31), ('foot', 21), ('banana', 20)]
necklace MAPK@3: 0.11786372007366482 common guesses: [('necklace', 36), ('light bulb', 34), ('diamond', 25)]
crayon MAPK@3: 0.11709401709401711 common guesses: [('candle', 72), ('lipstick', 50), ('crayon', 50)]
leaf MAPK@3: 0.11702127659574468 common guesses: [('leaf', 29), ('feather', 15), ('asparagus', 14)]
firetruck MAPK@3: 0.11681772406847934 common guesses: [('bus', 81), ('school bus', 67), ('firetruck', 60)]
screwdriver MAPK@3: 0.11238095238095237 common guesses: [('asparagus', 44), ('screwdriver', 38), ('sword', 30)]
binoculars MAPK@3: 0.11200716845878135 common guesses: [('binoculars', 25), ('tractor', 19), ('shorts', 14)]
cat MAPK@3: 0.11171171171171172 common guesses: [('cat', 30), ('alarm clock', 23), ('airplane', 16)]
